calls,log_calls,cluster
5,1.791759469228055,-1
5,1.791759469228055,-1
6,1.9459101490553132,-1
4,1.6094379124341003,-1
8,2.1972245773362196,-1
4,1.6094379124341003,-1
4,1.6094379124341003,-1
4,1.6094379124341003,-1
