fecha,consumo
2025-10-01 10:18:00,4526645
2025-10-01 10:19:00,124306566
2025-10-01 10:20:00,79933567
2025-10-01 10:21:00,110771380
2025-10-01 10:22:00,940107351
2025-10-01 10:23:00,11065957
2025-10-01 10:24:00,242852655
2025-10-01 10:25:00,16888905
2025-10-01 10:26:00,55290452
2025-10-01 10:27:00,42241831
2025-10-01 10:28:00,53483736
2025-10-01 10:29:00,145481805
2025-10-01 10:30:00,6422123
2025-10-01 10:31:00,152668570
2025-10-01 10:32:00,35141011
2025-10-01 10:33:00,43225828
2025-10-01 10:34:00,163821245
2025-10-01 10:35:00,102140368
2025-10-01 10:36:00,9646022
2025-10-01 10:37:00,3233312
2025-10-01 10:38:00,11828599
2025-10-01 10:39:00,46385981
2025-10-01 10:40:00,99741765
2025-10-01 10:41:00,16646599
2025-10-01 10:42:00,6302743
2025-10-01 10:43:00,40789722
2025-10-01 10:44:00,115268352
2025-10-01 10:45:00,266215102
2025-10-01 10:46:00,194838943
2025-10-01 10:47:00,154111246
2025-10-01 10:48:00,94158427
2025-10-01 10:49:00,56419862
2025-10-01 10:50:00,24120848
2025-10-01 10:51:00,124091036
2025-10-01 10:52:00,255818229
2025-10-01 10:53:00,40900939
2025-10-01 10:54:00,98351523
2025-10-01 10:55:00,69669036
2025-10-01 10:56:00,32368533
2025-10-01 10:57:00,59657722
2025-10-01 10:58:00,53374901
2025-10-01 10:59:00,120686467
2025-10-01 11:00:00,100260237
2025-10-01 11:01:00,100299941
2025-10-01 11:02:00,49198514
2025-10-01 11:03:00,230885078
2025-10-01 11:04:00,78007057
2025-10-01 11:05:00,209782131
2025-10-01 11:06:00,28053301
2025-10-01 11:07:00,11745283
2025-10-01 11:08:00,62233735
2025-10-01 11:09:00,90454910
2025-10-01 11:10:00,7763726
2025-10-01 11:11:00,10652066
2025-10-01 11:12:00,45303530
2025-10-01 11:13:00,79849141
2025-10-01 11:14:00,16680663
2025-10-01 11:15:00,94926770
2025-10-01 11:16:00,4058907
2025-10-01 11:17:00,219467555
2025-10-01 11:18:00,16408185
2025-10-01 11:19:00,8779589
2025-10-01 11:20:00,68941551
2025-10-01 11:21:00,23635406
2025-10-01 11:22:00,94327950
