,CDR_ID,CDR_SUB_ID,STD_EVT_TYPE_ID,OBJ_ID,OWNER_CUST_ID,PRI_IDENTITY,DEFAULT_ACCT_ID,BILL_CYCLE_ID,SERVICE_CATEGORY,USAGE_SERVICE_TYPE,ACTUAL_USAGE,RATING_USAGE,USAGE_MEASURE_UNIT,FREE_UNIT_USAGE,FREE_UNIT_MEASURE_UNIT,ACTUAL_CHARGE,TOTAL_TAX_AMOUNT,CHARGE_CURRENCY_ID,RESERVE3,RESERVE8,RESERVE10,RECHARGE_CARD_INFO,CDR_ID.1,CDR_SUB_ID.1,PAY_ACCT_ID,PAY_OBJECT_ID,PAY_OBJECT_TYPE_ID,CHARGE_CODE,OFFERING_ID,PLAN_ID,DEDUCT_CHARGE_AMOUNT,TAX_AMOUNT1,TAX_AMOUNT2,TAX_AMOUNT3,CHARGE_CURRENCY_ID.1,PAY_CURRENCY_ID,CUST_ID,BILL_CYCLE_ID.1,CP_BILL_CYCLE_ID,CallingPartyNumber,CallingPartyIMSI,CallingCellID,TotalFlux,UpFlux,DownFlux,IMEI,ServiceID,SPID,CategoryID,ContentID,ChargingID,TransitionID,BrandID,MainOfferingID,ChargingPartyNumber,PayType,ChargingType,RoamState,CallingHomeAreaNumber,CallingRoamAreaNumber,HomeZoneID,SpecialZoneID,CallingVPNTopGroupNumber,CallingVPNGroupNumber,OnlineChargingFlag,DataZoneID,RoamingZoneID,ChargePartyIndicator,UsagePayLimitList,RuleBaseID,FluxPoolChargeFlag,locationID,recordSeqNum,ACTUAL_USAGE.1,RATE_USAGE,FREE_USAGE,USAGE_MEASURE_ID,accountId,CurrencyId,secCallIdFile,secIdFile,plmnId
RATING_USAGE,-0.020271947477168067,,,-0.01415377359291588,-0.01415356342974596,0.009906408878142373,-0.01415365888062593,,,,1.0,1.0,,,,,,,-0.011146360471824579,-0.0012091922187664364,0.04350163289906257,-0.005509603570319263,0.020086211942680166,-0.012305217056772415,0.005089739456037337,-0.0009404959699174537,0.013440707680055695,-0.00826038986584529,0.01014371985842555,0.008780750852659037,-0.006656194909425146,0.017193996015565836,-0.014512532647319831,0.009815250842020102,0.003399107986472684,-0.00863350162024601,-0.007300579678271952,0.007926128198599178,-0.0024635881982379903,0.014767888077817903,0.004109505146010561,-0.003711329424522427,0.00836496982314102,-0.004957613998635535,0.0017581244307573365,-0.01400842884523716,0.011304931419161977,0.006203262975123172,-0.0028160530221975656,0.007269069846667638,-0.020989571058969803,-0.0032797880614349527,-0.006739716822304864,-0.016122112743287415,-0.0012495356128766131,-0.007958836715716271,0.01037974374425642,-0.0074438570037962375,0.010799056285408287,-0.014418407036357304,-0.0037749702998819165,-0.005256036312909615,0.01773130349415223,0.00015248721549762214,0.008207136700168993,-0.013469874356553686,0.01582541541251904,0.012300754956463569,0.01034483360525362,0.009244334350333448,0.01038149486816733,0.00030074389144988794,-0.018974358999687888,0.005095215666288828,0.009106050510547551,-0.009910599074667216,-0.003910756741429474,0.012665238386800184,-0.0014913704433054283,-0.002220269193433924,0.017710706965821207,-0.013533638740208779
USAGE_MEASURE_UNIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREE_UNIT_USAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREE_UNIT_MEASURE_UNIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTUAL_CHARGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_TAX_AMOUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARGE_CURRENCY_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RESERVE3,-0.049939279187392514,,,-0.04784592696756537,-0.04784675137654386,0.012882013970482253,-0.0478467822764658,,,,-0.011146360471824579,-0.011146360471824579,,,,,,,1.0,0.20636830312970986,-0.23059343015353292,0.01663109399863417,-0.014455120526413838,0.0024496479130924446,0.01672008724267134,0.013010174365403738,-0.008157332821102542,-0.016295171544635365,0.006456520668452785,0.014680744662553683,0.016328978615898954,0.015732306571455974,-0.0013788647603593964,0.0026600366458290284,-0.010628061272310545,-0.011325264717024053,0.0055006155435426245,-0.0006569543855085534,-0.020455652989708716,0.006755672509011578,-0.011999951848760983,0.014378534588491603,-0.011255821320168826,-0.002403880637564087,-0.003643322392954205,-0.0008717990370019168,-0.012188943975966008,0.010293521954184438,-0.020605492818028183,0.00032673431887031206,0.019475222331664436,0.002059344319714877,0.012873471024091187,-0.003243717757975969,0.001508945542436798,0.014664789156453919,-0.006596198719553335,0.007572989654063536,0.008323016707475088,0.002519315937456933,0.01171088640510909,-0.01241854750169028,-0.003205316222384259,-0.006368719640934177,-0.0023842729216355415,0.008727568254105792,0.0033447581098212035,-0.018654365817612522,0.017098234250311387,0.027315348904601307,-0.0037669471872330195,-0.0005334254775700312,0.007677289670692189,0.013301364196462532,-0.027294171138162,0.01721354585633612,0.009379630576370703,0.014123572339392338,-0.025290558123010395,0.002572162092259442,0.011250457130072887,-0.00162747239635222
RESERVE8,-0.14847890546235618,,,-0.17596143453617544,-0.1759659277435177,-0.002214524080937222,-0.17596644396550634,,,,-0.0012091922187664364,-0.0012091922187664364,,,,,,,0.20636830312970986,1.0,-0.3832501717696926,0.017577628153255028,0.006917312326106903,0.0003271891311989954,0.0033658370026907357,0.0045800567763877404,0.014221144429488863,-0.008165564131620826,-0.0001686110976387576,0.009421298738422887,0.018383104851644246,-0.014265092794193584,0.007143904572438435,-0.000595044687295462,-0.00023757295596364152,0.006910102059811854,0.011939227175222814,0.0035624903506400957,-0.004375687454061559,0.023766712274468076,-0.006272200870224202,0.011117007276830878,-0.006865268031499392,0.004975019582768539,-0.018409974161213073,-0.007632974577104543,-0.0009871632352895065,0.008200096897994237,0.006340120903720544,0.0044987109134813075,0.02566358552762035,0.008855462910593343,0.0042066914765665165,0.0026552827574367354,-0.009082501960128223,0.019371493579131798,-0.00827919943155777,0.023335519547913394,0.019620348362633273,0.019731617042206252,-0.0013407110491293036,0.014755129656954493,-0.006153442903325713,-0.0009309663061148772,-0.0060510452552314815,-0.01695815468304943,-0.015969061065650086,-0.012113566813830526,0.018890548783467,0.001003662506094979,-0.008525965380369272,0.0025351747389468944,0.004010850080050124,0.010189632522298079,-0.010743592673966552,-0.01239296815849666,-0.007226754539807957,0.009660068475967823,0.010468378350749418,0.014971038877348483,-0.0029326896718903013,-0.0004452480733078225
RESERVE10,0.08964360311698169,,,0.07275684199170698,0.07275709018341905,-0.00021830282335824988,0.07275799700178744,,,,0.04350163289906257,0.04350163289906257,,,,,,,-0.23059343015353292,-0.3832501717696926,1.0,-0.011383055010401665,0.008257014940043767,-0.01194992875371132,0.003151910145232415,-0.014099362755340012,-0.009885873107090814,0.02009518450754652,-0.005718828190222277,-0.007416911810122705,-0.006305323413306939,-0.004108185464909443,-0.008112794883033564,0.020050540972518766,-0.014277505799080333,-0.01360127587317713,0.0027739507881891856,0.015620361366873298,0.0016218892524544832,-0.003977710553636923,-0.006315637281007995,-0.008938579302411667,0.016659277815146818,-0.008945114011696424,0.008859723038987027,0.0027655226716108965,-0.009381545414880914,-0.009415702111597691,0.0015973146119622464,0.005028574019536885,-0.018680238283849886,0.009948623824964373,-0.024976332186469198,-0.007654533889915316,0.005895105859829376,-0.012207767555354973,0.006167023933078075,0.011912876631822516,0.0023148352688524723,0.00753316531791104,0.011793345159524722,-0.0016866295682646736,0.00814744237361412,0.003747138010127239,0.006850612131595395,0.01344476248758586,0.004138518643360273,0.0012956723116924389,-0.01783757454449285,-0.007483862012837121,0.010064655397802227,0.015256439307977238,-0.015469845720522712,0.003538315066359615,-0.017248263469185454,-0.010423614987765999,-0.0037891609008697696,-0.020294424875755324,0.009728935247590638,-0.013649206118562972,-0.01236087475680987,0.011717921964554142
RECHARGE_CARD_INFO,-0.009440366301336843,,,-0.007569125933221343,-0.007569297041685015,-0.00454377648348768,-0.007569234477431013,,,,-0.005509603570319263,-0.005509603570319263,,,,,,,0.01663109399863417,0.017577628153255028,-0.011383055010401665,1.0,-0.005208096858558257,0.029112256897649787,0.012578458785055062,-0.005306048625583759,0.013315633622447592,-0.00214726304570638,-0.004717716159315492,-0.004528395505328933,-0.01725304990269445,-0.002032342166970019,-0.0013902240720102558,-0.01637481635926243,0.004066574598827356,0.006925731859045812,0.0077553989543106905,0.028028522893571866,0.010183340281142223,0.008544386032748479,-0.0014364953982149138,-0.0181496295513026,0.01350407720643166,0.013554900908165052,0.004677500758622268,-0.01962722804704848,-0.00712774027370856,-0.0025155177720916373,-0.0009248106815752824,-0.008266520030971496,0.0017222099233940313,-0.004782502703706449,-0.008773412402373438,0.00017336649553713264,0.0019616506918555886,-0.01687961165428278,0.018185500267787914,0.0004546076747685652,-0.001182584239360686,-0.002623830417739221,-0.010280948148887307,-0.0002549536387759718,0.0035945146652076342,0.005272246142743806,0.013450932439219597,-0.010077973957065186,-0.008994338451288636,0.0026692317191772045,0.015565098520153486,0.018669278637487813,-0.024574823097323544,0.002073344601920796,-0.0034701535831979714,0.003223843365906874,-0.010949554317463082,-0.014541231013648692,-0.012677176811869598,0.01219682763463958,0.01643448104836303,-0.004579465924825806,0.006168341642715698,0.012175074103317798
CDR_ID.1,0.007120190932423511,,,0.0025469826930509033,0.002547294682742005,0.02560932863327676,0.002546960105316666,,,,0.020086211942680166,0.020086211942680166,,,,,,,-0.014455120526413838,0.006917312326106903,0.008257014940043767,-0.005208096858558257,1.0,-0.014496296416860158,-0.004661839815731102,-0.002680340500038729,-0.00043336633729180736,0.011050782628735538,0.0002719493027918949,-0.011262895446041771,0.005407217951535407,0.00976153139523687,0.008224608016000898,0.0022721687341350316,-0.004944572341200044,0.004928024974928143,0.012221416856682927,0.007981854511548682,-0.021196079241028933,-0.013340189505188782,0.012900810581554251,0.008070592171550189,0.006027133851040769,0.011698389144779464,0.0072624466129184734,0.00990993955107815,0.010077347489429156,0.0007063890724802262,-0.003147025382873469,0.02060631379168494,0.004571758613156572,0.010065081897596629,-0.006998121237259164,0.0047546921962906144,0.0006157200115048616,-0.011337572967049457,0.0033098660350665233,0.012551724187381524,0.0040592896342193825,-0.010785592309471173,0.020191417909192134,-0.015547164609504985,0.00449807542626699,-0.010165774348687245,-0.01258996711838353,0.007410503736732079,0.002838504090830425,0.02230514796111338,0.016884724218987478,0.02275749456023976,-0.0026824305135074106,0.004964695540768963,0.006671909208969939,0.009616221093331075,0.02017659540494117,0.004861457786006648,0.005883761530098419,0.007183193307610234,-0.011312802520719034,0.002725268688921605,-0.002242374190416192,0.02273564694155651
CDR_SUB_ID.1,-0.010350569766929425,,,-0.013127294484979212,-0.013127017924786103,-0.018660158888283297,-0.013127228378333456,,,,-0.012305217056772415,-0.012305217056772415,,,,,,,0.0024496479130924446,0.0003271891311989954,-0.01194992875371132,0.029112256897649787,-0.014496296416860158,1.0,0.004687707340867686,0.014912022662113437,0.0039672053107274,0.004284245827305687,-0.005753330013003829,0.0003369715371802386,-0.012351729913765597,0.021295731727915095,0.00813835771106222,0.00477338123820725,0.00716880499102126,0.005626381879683143,0.016609066304295,0.0006818033035714077,-0.008418809055288757,-0.00716369890471307,0.01944757531125599,0.0035649034092080953,-0.00865118910576771,0.01907588105145412,-0.0036033777894706786,4.3510195764854436e-05,0.016811098060983434,-0.0011806444283671634,0.02351563020497206,0.01353169137548609,-0.0032467335261630263,-0.018283179121909836,-0.005596358038705661,0.007092009509470965,0.0021316201020099507,0.0005531276670574256,0.00911087561877347,0.0009290282796500714,-0.003867196033893749,-0.0034175966268952356,0.0036490457321559843,-0.016647582512779476,-0.0003264296186688962,0.003898819845363296,-0.013044059593618002,0.006030866694424272,0.0011288920298065214,0.011084427705113122,-0.003924965238234907,-5.7198783689476036e-05,0.0043595379603341075,-0.004489384213461605,0.009924115059134342,-0.021630912755656446,-0.01998766583553637,0.0037496848335107393,0.01058175828011587,0.00253645394271859,0.002166102434371101,-0.005458279660144462,0.0010651005708944136,0.010567875176364835
PAY_ACCT_ID,0.003833808662533919,,,-0.00034492522009625204,-0.00034456036679150987,-0.017702700396992548,-0.0003447934978217281,,,,0.005089739456037337,0.005089739456037337,,,,,,,0.01672008724267134,0.0033658370026907357,0.003151910145232415,0.012578458785055062,-0.004661839815731102,0.004687707340867686,1.0,0.001137092557993556,-0.025026289157507018,-0.00486852194203232,0.001420575245892218,0.005776129388020389,0.006689697702056728,0.01123032978252027,-0.024355943700527335,-0.012545023991898687,0.009231561206166016,0.012502723051101146,0.02015328959537024,0.003772581242333897,-0.018976804055387632,-0.00035838426641584804,-0.020820893944008646,-0.001418603177747622,-0.010931724805334693,0.007538263715988104,-0.043134148419433554,0.0008542570324997117,0.01023051197663919,0.020808989622946195,0.008459491876138571,0.007050180911851307,-0.012504604147618234,-0.005744747309924983,-0.0005897460591703823,0.01653283329590286,-0.007968189634903778,-0.014061895156442992,-0.0029894817322224524,0.0037357364484584695,0.018118900384225027,0.013691477988849073,6.566320786129347e-05,-0.003798984444189127,-0.0011079210953599701,-0.017009933148877766,-0.010152992847776285,-0.017444393836750536,0.004397466368380937,0.0012193622804976142,0.004613397576496397,-0.009062994327128156,0.018363206765502363,-0.0014219569531739016,-0.00025290932306609737,0.01047521412097725,-0.017417222143794663,0.02005633711400073,-0.0004801914761693013,-0.006953625882651756,0.0010043182655479293,-0.020436727737866613,-0.008036526132035609,-0.011880739395494578
PAY_OBJECT_ID,0.009272053314192235,,,0.008234496393594493,0.008234398937905634,0.018434081470836118,0.008234621262103163,,,,-0.0009404959699174537,-0.0009404959699174537,,,,,,,0.013010174365403738,0.0045800567763877404,-0.014099362755340012,-0.005306048625583759,-0.002680340500038729,0.014912022662113437,0.001137092557993556,1.0,-0.007673747942738311,-0.003980494510755827,0.0100726321530752,0.00604988043910926,0.0034627900702236428,-0.0034181507347705617,-0.011292844175074705,0.0038666428844534805,0.009573152100039103,0.0026752929568611863,0.014553606878287885,0.005292006832167362,-0.0017842568860212786,-0.001299336145687613,0.01522492226453995,-0.016633583885342283,-0.002063649326022962,0.001099712656753094,-0.014007482763648531,0.008792712723488607,-0.0014250568533608248,0.002978638196430017,0.016956546729383622,0.010593809601341573,0.010880320757501886,0.0036043996885783964,0.0037726872039371686,-0.008419758194204803,-0.027265544192419784,0.01935109862105472,-0.015374750715685679,-0.008382572316003006,0.013236452652663959,-0.003379338105931232,0.018202232885377728,-0.012340993747119534,-0.015809643931886202,0.01336032137367133,-0.0180968703727372,-0.004040144473875552,0.000819399498315449,0.0010682310261636704,-0.011828508723392216,0.004654596757629935,-0.012854073984844156,0.01703505838894469,-0.017095652703587226,0.0012049670824823765,0.0036642563690952724,0.004165658815942098,0.01972708523364983,0.002991684772814674,0.004807830450845833,-0.002106943719462036,-0.002509202766104261,0.01136241835592521
PAY_OBJECT_TYPE_ID,0.007044670782138465,,,0.0022095652161012226,0.0022090515770754023,-0.0037807939151288652,0.0022093887562115505,,,,0.013440707680055695,0.013440707680055695,,,,,,,-0.008157332821102542,0.014221144429488863,-0.009885873107090814,0.013315633622447592,-0.00043336633729180736,0.0039672053107274,-0.025026289157507018,-0.007673747942738311,1.0,0.011509626227516528,0.006958513457313428,-0.010592310404398307,-0.0053215723686900526,0.0026911098338803056,0.008670514442414356,0.007213413270951883,-0.005962958954187151,0.007639450369843413,-0.003551862777945926,0.007117529491335208,-0.0005046212074822242,0.0031720491085755567,-0.03207259740301029,-0.00947486572699098,0.014232857006562044,0.0187535568023564,0.005273729556492914,0.008905591727230086,0.012922611315061922,0.006800646127274542,0.00010415098835781968,0.0001486029448766819,-0.0068414007380407016,0.0015933523978359468,-0.007480545742482348,0.015360700516220209,0.01077340028805297,-0.011640970151715127,0.002876312322969415,-0.013880740327463977,0.016923094479172156,0.00026200830647308415,-0.00499753360918845,0.00760415971028707,0.0006672184392448988,-0.006632216497870471,-0.021928449032403444,0.005270751350603033,0.0067171602407807155,-0.011077844353889383,-0.017701402720617362,-0.007576348047243657,0.014607493784758428,0.01609825425693467,0.007150935828627732,0.022184415157030044,-0.017920293210605016,-0.0007254807281568927,-0.012788083838487124,-0.0072728892269797235,-0.007258658365592881,-0.022946479439938716,-0.007857184819610051,0.004560799099818376
