,CDR_ID,CDR_SUB_ID,STD_EVT_TYPE_ID,OBJ_ID,OWNER_CUST_ID,PRI_IDENTITY,DEFAULT_ACCT_ID,BILL_CYCLE_ID,SERVICE_CATEGORY,USAGE_SERVICE_TYPE,ACTUAL_USAGE,RATING_USAGE,USAGE_MEASURE_UNIT,FREE_UNIT_USAGE,FREE_UNIT_MEASURE_UNIT,ACTUAL_CHARGE,TOTAL_TAX_AMOUNT,CHARGE_CURRENCY_ID,RESERVE3,RESERVE8,RESERVE10,RECHARGE_CARD_INFO,CDR_ID.1,CDR_SUB_ID.1,PAY_ACCT_ID,PAY_OBJECT_ID,PAY_OBJECT_TYPE_ID,CHARGE_CODE,OFFERING_ID,PLAN_ID,DEDUCT_CHARGE_AMOUNT,TAX_AMOUNT1,TAX_AMOUNT2,TAX_AMOUNT3,CHARGE_CURRENCY_ID.1,PAY_CURRENCY_ID,CUST_ID,BILL_CYCLE_ID.1,CP_BILL_CYCLE_ID,CallingPartyNumber,CallingPartyIMSI,CallingCellID,TotalFlux,UpFlux,DownFlux,IMEI,ServiceID,SPID,CategoryID,ContentID,ChargingID,TransitionID,BrandID,MainOfferingID,ChargingPartyNumber,PayType,ChargingType,RoamState,CallingHomeAreaNumber,CallingRoamAreaNumber,HomeZoneID,SpecialZoneID,CallingVPNTopGroupNumber,CallingVPNGroupNumber,OnlineChargingFlag,DataZoneID,RoamingZoneID,ChargePartyIndicator,UsagePayLimitList,RuleBaseID,FluxPoolChargeFlag,locationID,recordSeqNum,ACTUAL_USAGE.1,RATE_USAGE,FREE_USAGE,USAGE_MEASURE_ID,accountId,CurrencyId,secCallIdFile,secIdFile,plmnId
CDR_ID,1.0,,,0.913608013078535,0.9136067740549112,-0.0014309328507943057,0.9136078839887652,,,,-0.020271947477168067,-0.020271947477168067,,,,,,,-0.049939279187392514,-0.14847890546235618,0.08964360311698169,-0.009440366301336843,0.007120190932423511,-0.010350569766929425,0.003833808662533919,0.009272053314192235,0.007044670782138465,0.009325817335145615,0.02030798425453209,0.01452192557877821,0.008431857495392919,0.007336685387309604,0.011255617585884697,-0.0035495934197177113,0.0021016759520352327,0.004000330585324051,-0.012580030537386974,-0.009944622336883055,0.002656131002429301,-0.011159118409778174,0.0017244323511846787,0.011892648946726316,-0.005822343410780333,0.0035386220050013972,0.000464109137250482,-0.0034587233228768584,-0.00372998010476499,0.022563392878247983,0.020876382315600624,-0.0022605618235071274,0.010620161263958552,0.0023374140693826545,0.0040239973644810864,-0.003787964478983906,-0.02069372961796953,0.0025300006579415794,0.0060950499940029355,0.002982494077593508,0.021027836184978003,-0.0005885067380367537,-0.00845532954450316,-0.007055689175738748,0.007248612394924432,0.003456373912520504,0.015116245879719015,-0.014242250161320231,0.0004976764148709045,0.004504654559929851,0.014148504608698388,0.005397031223595162,0.0012163287841425651,-0.01896362141590463,0.002484885189513007,-0.01184841845846479,0.002729724818225747,-0.015731917038311106,0.020113741786755603,0.013914359502686066,0.024802852365326707,0.00946197807298437,-0.007537121838396682,0.00712718443497694
CDR_SUB_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STD_EVT_TYPE_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBJ_ID,0.913608013078535,,,1.0,0.9999999997845079,-6.127235564653783e-05,0.9999999999626131,,,,-0.01415377359291588,-0.01415377359291588,,,,,,,-0.04784592696756537,-0.17596143453617544,0.07275684199170698,-0.007569125933221343,0.0025469826930509033,-0.013127294484979212,-0.00034492522009625204,0.008234496393594493,0.0022095652161012226,0.00567870233578742,0.013714818426087702,0.019819126320221935,-0.0006432128621887595,0.01351433086905993,0.008427736437122888,-0.0037142987914683904,-0.0006387446495997706,0.006855415953528069,-0.0073056898683357945,-0.015756829147464107,0.00351451811744321,-0.011335685985653696,-7.215806610506521e-05,0.0017862017486378083,0.00841383250232005,0.003702196556948723,0.005316772991150072,-0.004198021179723044,-0.009122912913693345,0.026841537236980587,0.02269398824766179,-0.011627575160429603,0.00928206602739685,-0.0011315156487698651,0.01196211705927283,-0.010233947121133432,-0.02431603351558214,0.003999346902164338,0.004530778684285987,0.004935846881749626,0.021647311523427363,0.00016833055073696838,-0.014236824707087696,-0.0049113116077665305,0.008381948877927106,-0.006710119261891502,0.014543447850268714,-0.012130214760389555,-0.0014944340193801496,0.00855492024286918,0.009404383497829438,0.007889719514668192,0.00020214829219478205,-0.012308653812633009,0.004355283154215458,-0.01004049989449991,-0.0043486770475223,-0.02082373494272815,0.011807261012606108,0.01871400380240108,0.01710213493153155,0.0024325096489823317,-0.005409458955083524,0.0036621692215710465
OWNER_CUST_ID,0.9136067740549112,,,0.9999999997845079,1.0,-6.104450757302466e-05,0.9999999998128396,,,,-0.01415356342974596,-0.01415356342974596,,,,,,,-0.04784675137654386,-0.1759659277435177,0.07275709018341905,-0.007569297041685015,0.002547294682742005,-0.013127017924786103,-0.00034456036679150987,0.008234398937905634,0.0022090515770754023,0.005678703530085487,0.013714957240147544,0.019819321469177063,-0.0006436321849481102,0.013514219369159213,0.008427603935928745,-0.003713618633065369,-0.0006386329201986491,0.006855176462445789,-0.0073051575092841,-0.015756474851790315,0.003514496012073189,-0.011335876724092956,-7.227087689178192e-05,0.0017862018696875677,0.008413772072271963,0.0037021945378034153,0.005316886496061237,-0.004198335893169112,-0.009123260128692946,0.026841750904719353,0.02269393674527525,-0.011627328026618734,0.009281840097525007,-0.0011316746264205943,0.011962193566604516,-0.010234439425247903,-0.02431590534233707,0.003999198351789074,0.004530658632214852,0.004935997181890137,0.021647158912297258,0.00016788724462004536,-0.014236794613671003,-0.004911296934150709,0.008381996811089065,-0.00671025644080024,0.014543124923680624,-0.012130602041704047,-0.0014944154665623118,0.00855484153549883,0.009404037035423045,0.007889830223034775,0.00020227698239035826,-0.012308785174194028,0.004355047636673753,-0.010040532181963819,-0.0043486997768928575,-0.02082381114580399,0.01180718157768677,0.01871386227760021,0.017102084488404758,0.0024321221154820745,-0.005408963370231952,0.003662183724439597
PRI_IDENTITY,-0.0014309328507943057,,,-6.127235564653783e-05,-6.104450757302466e-05,1.0,-6.116022696717765e-05,,,,0.009906408878142373,0.009906408878142373,,,,,,,0.012882013970482253,-0.002214524080937222,-0.00021830282335824988,-0.00454377648348768,0.02560932863327676,-0.018660158888283297,-0.017702700396992548,0.018434081470836118,-0.0037807939151288652,0.01150433052924491,0.006954294290071544,-0.019716041369954158,-0.006837274183523898,-0.0009837152450099804,0.012468571972503778,0.0012871003691307832,0.010517579504307463,0.005769362730978376,-0.010291625622121322,0.002790274760082339,0.019372691092091623,-0.011828781367575177,0.01249114031535103,0.0016395259286238878,-0.028678666178430304,-0.006137484237084368,-0.006232858113870622,0.0025881500456014297,0.006555562106583112,-0.008846676171835332,-0.0009678575717322335,0.0012522159035887664,0.0011046715220149718,0.0052487900629925675,0.01695690154544252,-0.007376117315015001,0.007231268647954541,-0.008574145912071481,-0.028111764267684282,0.01606207634894213,-0.0036328539081490925,-0.01456918733348464,0.015332097367906023,-0.012778433197525986,-0.007522474416947743,0.0035146810546859667,-0.034460898235041316,0.01942182294194764,-0.005335866506109094,0.002499773195656911,-0.0006717928111800252,0.0035734294849820614,-0.0006454262949391839,-0.004011958453089377,0.013366468438292973,-0.00025931464181287424,0.011533077645426782,-0.014933738678775593,0.006661587553998457,-0.00317443007047671,0.008216388182834483,-0.002014254843774478,0.013203754432194282,0.008262905649084802
DEFAULT_ACCT_ID,0.9136078839887652,,,0.9999999999626131,0.9999999998128396,-6.116022696717765e-05,1.0,,,,-0.01415365888062593,-0.01415365888062593,,,,,,,-0.0478467822764658,-0.17596644396550634,0.07275799700178744,-0.007569234477431013,0.002546960105316666,-0.013127228378333456,-0.0003447934978217281,0.008234621262103163,0.0022093887562115505,0.005678726383399966,0.013714728807024129,0.01981903772961839,-0.0006433615222326121,0.013514392590662925,0.008427645795137849,-0.00371426712284374,-0.0006387269858417797,0.006855296778338027,-0.007305788800374698,-0.01575664285173331,0.0035146369437641855,-0.011335840959200318,-7.213584495704674e-05,0.0017861167321352569,0.008413741849635125,0.003702239542447232,0.005316908193414009,-0.004197998734374661,-0.009122817486849089,0.026841500411731705,0.022693827744481233,-0.011627494512181326,0.009281949050421982,-0.0011317016745219838,0.011962034188905995,-0.010233947740283168,-0.02431595285396454,0.003999189430350135,0.0045307627226053755,0.004935819200237005,0.021647116617337717,0.0001681988322926133,-0.014236835344121178,-0.004911360422107993,0.008382023358173844,-0.0067101802328691645,0.014543410736514148,-0.012130123535851071,-0.0014944299368637142,0.008555015102418228,0.009404351656912988,0.007889678330170763,0.00020218253557087126,-0.012308693922143135,0.00435515210313259,-0.010040621823833393,-0.004348697449053724,-0.020823628015475597,0.011807364349842794,0.01871393603660221,0.017101960761407162,0.002432471767420594,-0.005409363544046319,0.003662184721677966
BILL_CYCLE_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERVICE_CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USAGE_SERVICE_TYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTUAL_USAGE,-0.020271947477168067,,,-0.01415377359291588,-0.01415356342974596,0.009906408878142373,-0.01415365888062593,,,,1.0,1.0,,,,,,,-0.011146360471824579,-0.0012091922187664364,0.04350163289906257,-0.005509603570319263,0.020086211942680166,-0.012305217056772415,0.005089739456037337,-0.0009404959699174537,0.013440707680055695,-0.00826038986584529,0.01014371985842555,0.008780750852659037,-0.006656194909425146,0.017193996015565836,-0.014512532647319831,0.009815250842020102,0.003399107986472684,-0.00863350162024601,-0.007300579678271952,0.007926128198599178,-0.0024635881982379903,0.014767888077817903,0.004109505146010561,-0.003711329424522427,0.00836496982314102,-0.004957613998635535,0.0017581244307573365,-0.01400842884523716,0.011304931419161977,0.006203262975123172,-0.0028160530221975656,0.007269069846667638,-0.020989571058969803,-0.0032797880614349527,-0.006739716822304864,-0.016122112743287415,-0.0012495356128766131,-0.007958836715716271,0.01037974374425642,-0.0074438570037962375,0.010799056285408287,-0.014418407036357304,-0.0037749702998819165,-0.005256036312909615,0.01773130349415223,0.00015248721549762214,0.008207136700168993,-0.013469874356553686,0.01582541541251904,0.012300754956463569,0.01034483360525362,0.009244334350333448,0.01038149486816733,0.00030074389144988794,-0.018974358999687888,0.005095215666288828,0.009106050510547551,-0.009910599074667216,-0.003910756741429474,0.012665238386800184,-0.0014913704433054283,-0.002220269193433924,0.017710706965821207,-0.013533638740208779
