,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59
RESERVE10,0.07095184461468382,0.09073873529356773,0.600992056164491,-0.05116846478570482,-0.008406645515415034,-0.005433212204632897,0.001044980707641363,0.03339857557531867,-0.019354589068459403,-0.009589185233842674,0.04463550998887038,0.03757636909844976,-0.022241786809968744,-0.009621791870830565,0.004280688444078806,-0.041737263940551994,0.023740943028629516,-0.017508207970081124,0.003065733784174851,-0.04794735272300879,-0.005490122325022384,-0.021710059104390892,0.06825036734975545,-0.024994097834115728,-0.024419810553238303,0.006621922691728219,0.01814721059523245,0.04712491353492897,-0.014397285759213157,0.022453871562930904,0.06761198427154701,-0.0018374969684483988,-0.006596204844685358,0.030622382985841995,0.05210672451005299,-0.025299541628492697,-0.004341087589969187,0.015081550936992906,-0.031129600991831166,-0.030744096433720114,0.012273768983138958,-0.03819877422439982,0.006380974399408351,-0.008840220163523302,0.0025756850842106327,-0.012406086061664413,0.028688460851537582,0.0414982442384803,0.05122221150414141,-0.005536334856718478,0.019451386880483187,-0.0021913838260863017,-0.03802399341901282,-0.02279282041922845,-0.02084382510960547,0.0705207359190479,-0.059088410489532756,-0.02635679409289359,0.04661426636076088
RECHARGE_CARD_INFO,-0.006532492563782473,-0.008679606053572745,-0.041467172933347694,0.10935340629339152,-0.16388899220498634,0.18125888633093012,0.2524190067054012,-0.16074141716433313,-0.06487791401046585,-0.12923436899465324,-0.06558009915515452,0.06200143347063002,0.0015191695865959254,-0.021543319559496843,-0.015177918639697946,0.047295584474660535,0.16556745545853532,-0.06356028028122576,0.11344945506764374,-0.10543332486580903,0.0752611523428,0.13102962614679378,0.17844350114067664,0.026164449759054315,0.10103992397324407,0.03836618619778363,-0.0039129354383486276,-0.04171902481131442,-0.24579656467338207,-0.10312031258398555,0.12440746986358256,-0.20188987752180138,-0.004379909565248856,0.01503843244348799,0.17591077377386938,-0.07414064512942906,0.03806933278657544,0.0049810749301815865,-0.1686385926335228,0.036745476025882275,-0.09273016474373877,-0.28210113821205113,0.06612421870285631,0.1916038070420119,0.1718042973901975,-0.035274153217579755,0.03558545916758437,0.3315228329323764,-0.0934299324376312,-0.0035200253786767666,0.15513330345829052,0.06110012721646431,0.008251347457690798,0.1882898463102483,0.014906697651474224,-0.02316451583357182,-0.14088151107912986,0.05363417727100188,-0.26305474936318946
CDR_ID.1,0.0023745344571269333,0.029755145675174944,0.00819638758693489,-0.14253001158019515,0.14366283927142576,-0.03235404522800567,-0.061093487873456254,-0.029334637853924872,-0.09214947322388817,-0.01444990615001801,-0.25454839452465644,0.02006672321469488,0.16755832718576014,-0.058937096138225516,0.08581017313471012,0.16695121398796847,0.08741558220596836,-0.08262323668712027,-0.01496475106782677,0.1184179806616519,0.15487475532189957,0.029381585246207653,0.30487452566044665,0.1411664712254886,-0.23771358957939004,-0.07088080234509048,-0.03955664131228769,0.024717322194528657,0.023132192117611014,-0.1916273275661173,-0.027478050826050288,0.3895296982385741,0.02360521631276791,0.032300394361508444,-0.08735058708790036,0.04994792491134274,-0.13474708061066334,0.11675867388901687,-0.05507414213242874,-0.09883516063289935,0.04372822746077628,-0.1099527622795044,-0.08463879212292233,0.07411301647225205,-0.09361478442746103,0.061866008603652864,-0.1568460433768435,0.012752144012899855,-0.11008480614176573,0.12146350166753168,-0.10320547054259366,0.11422678249972629,-0.09150196480105513,0.17201443289121393,-0.18853239510299463,-0.043154916929461884,-0.058309642325817326,0.017862097836604394,-0.08507289988700531
CDR_SUB_ID.1,-0.008484087530425836,-0.01924980243304825,-0.008002270283623216,0.06259956267295817,-0.07960898579868819,0.14075371211904147,0.1305661236797682,0.04093513022396744,-0.15480487294912632,-0.12030200773458526,-0.014590078609193702,-0.15896867819512167,-0.11106028090880726,0.22073018675710573,0.05775851404247743,0.020276365325785584,-0.10852306186941324,-0.19495054747848087,0.08019903305746384,0.033309957690809106,0.08849938330874653,0.16255555710831918,0.06336688574216068,0.13087463240346367,-0.07430550954416809,-0.1950503038689716,-0.11651231178282023,-0.2512066614529588,-0.02858830667744007,0.3581529576468432,0.15157996583165706,-0.05767676671376812,-0.0221623438474894,-0.09015782303534471,0.09076926246070294,-0.20988903364035405,-0.11275658697354715,0.04678790187407746,0.04607943197931994,0.11407772411184156,-0.16932213551725667,0.16347232910440312,0.042085940815923775,0.002297493132842981,0.03851030576632122,0.09745102850153982,-0.055408828169618854,-0.12463430733658723,0.0937003343344,-0.02088881742180962,0.13328614819601226,0.042927652509280156,-0.0667163144883687,0.06261629886867337,-0.04721199359750502,0.18533080316909384,0.18052705663762644,-0.10370400362596635,0.05832289804744293
PAY_ACCT_ID,-4.045138869563741e-05,0.0057438332648605,-0.02575606587267752,-0.15205269102997554,-0.23820960694895832,0.021674677881870177,0.09310237434068247,0.33399832340588576,-0.11836458742435013,-0.0478930381865699,0.03219886448921298,-0.060485716907804854,-0.03573049727441993,0.08181707880491354,-0.14425062118386822,0.016672044344297088,-0.10895177596656984,0.028450604311562468,-0.024300150816666755,-0.22047247898123307,0.009381513509115313,0.08370078690891603,0.13031355924897992,0.06931355190591854,0.1273644228690665,0.006929362038408951,0.09135084347112901,0.2601885882443445,-0.06862124626772158,-0.1945114966014244,-0.005742912517612969,0.16775170350879887,-0.11088082601756181,-0.05829395964119443,0.06460289219338844,-0.0570624929687602,0.1292520232373507,0.11530283769406671,-0.03769751754254817,0.044774083067117276,0.06782940776584942,0.18604175196038678,-0.027211649416910524,-0.019691225537269097,0.15276375426640448,-0.09927408824627018,0.06794859247820083,0.14371367845160288,-0.18437632057485676,-0.00395824925293109,-0.0249461653681287,0.0091220486746979,0.03839222803542641,-0.00476481568754078,-0.20786968423782973,-0.0029218762962711364,0.21472015139736553,-0.2542613139424016,0.1394739069191131
PAY_OBJECT_ID,0.005040898351394769,-0.004128821324816116,-0.04253926026366356,0.054869295977397814,0.1207617707555626,-0.14468036062491227,0.09992888737914238,0.10442582316963175,-0.22420470892254984,0.0003660820671374963,-0.04084762452141824,-0.010833498122983544,-0.22783177151157002,-0.03858739559475476,0.13334731648018577,-0.030143694984485464,-0.1700648059382039,-0.13352534792474988,0.056657890037949465,-0.04582728992638124,-0.17079085690995638,0.0692446633254662,-0.0012614156833786246,-0.17772824325223519,-0.21392187513276428,-0.08134010803827725,-0.18173555781440606,-0.02737062851017319,0.03422225127909556,-0.13014033989936108,0.17126418259905934,0.07342196549733412,0.2771120491396176,0.10533620112503075,0.08331277668100528,0.13091236057106884,0.23927904639547493,-0.07198292359062722,-0.03815038697797017,0.07750152822794029,0.003444853012145123,0.011502763073215051,0.14333914434796413,0.040515267764602375,0.0667560779892686,-0.0027648792620821455,0.33452343013529473,0.011602824578861096,0.17978578482165705,-0.10459958599444949,-0.07393755207905674,0.018911650263688823,-0.11718910349794107,-0.03793391615044907,0.005276875423969269,-0.22163817545061992,0.04277100629091357,0.22966375648467238,-0.03775646029329717
PAY_OBJECT_TYPE_ID,0.0010313513541086595,0.016477459060033943,-0.013450524725705121,0.07428757342613355,-0.2408719558654363,0.13422293574979027,-0.1161667455177513,-0.02521024481700381,0.09338063730474108,0.23370986443625896,-0.16631669525103895,-0.08191348606640425,-0.045983257170311376,-0.06551581532441784,0.028612337372967988,0.06153338019735985,0.12557284406873007,-0.13022633485225957,0.11916414674304075,0.09494647943156018,-0.08126902406475786,-0.13446334381779965,0.1777859851149807,-0.08864848166028849,-0.03686990038169885,-0.14279722444572068,0.02972686926170793,-0.20684337144399834,0.01999360146762682,0.07599042616613699,-0.08356428986886963,-0.20251870975473474,0.2125315622766334,0.17501657199171922,-0.09577563767186845,0.28300467998562395,-0.10785103759500374,-0.01031630739775452,-0.18159287884820036,-0.073120277249208,-0.06694918907942043,0.10145244948021845,0.009634469119232589,-0.07403077559854503,0.06332379665179677,0.019491584782164798,0.09208312413443283,0.02753344002400822,-0.10927648870003626,0.18648110297955942,0.04406888995939418,-0.13806024534890443,0.2030385463193154,-0.016407549518298335,0.058332227809417644,-0.06300077674073046,0.004923918420289983,-0.2976806116275076,0.09712994166561142
CHARGE_CODE,0.005613823125221441,-0.00678636104248841,0.04168307681068277,0.01741757717513838,0.0865822675738265,0.028739812710467993,0.02064141248367904,0.2563501152346273,0.07495526181465101,-0.02910972116012038,-0.08018843738459602,0.04349280002261577,0.03854355241426183,0.028471699034755476,0.08326862638792892,0.04098046038369296,0.3143261242702001,-0.19287360996028596,0.14692971221090362,0.3046656057872507,-0.030680117641753563,-0.016393113954642186,-0.023782085988898256,-0.1872617696008694,-0.04028834553360638,0.03443305670807811,0.20238516026318482,0.10584604015347765,-0.1681580796348725,0.16962965533213814,0.034330234865146456,0.07156616117011375,-0.0824696471055251,0.035554645115723434,-0.04088127509770406,-0.07725684253209582,-0.02251394366102938,-0.2067618170122284,0.05404937581098298,0.12061871736662193,0.0006492496924595313,0.12745359071698356,-0.08697025068872363,0.21805130233183131,0.12862742805210808,-0.0669921158945422,-0.0055762257524873335,-0.02100301653666455,-0.042920512121040255,-0.07364098806943692,-0.0024516073516887213,0.3139853988058146,0.20576297744996203,-0.15507560419311656,-0.060782834979380536,-0.21234788874747695,0.12813436121201605,0.11720530714314094,0.1243427972415706
OFFERING_ID,0.010069159143652548,0.012600891495299851,-0.017531365213976337,0.16826691296207788,0.12209346033359014,-0.07633370524549044,-0.11859993298254369,-0.012130982746767799,0.09855860830049944,-0.1412854003970359,-0.04708352467407412,8.580874711128228e-05,-0.12352923128152302,0.08174744434111586,-0.07384251988136378,0.31517660526637625,-0.08359007013570549,-0.2540010706384257,-0.04700114801098179,-0.05144503657320186,-0.12510070142779744,-0.12778341582673233,0.18640523421650376,-0.18068193223181417,0.18937464302877483,0.14358160487359437,0.0722943966450824,0.05836555216421348,-0.10348604855305085,0.036423413279814104,0.0027701305361907125,0.06749826816309303,-0.009321910130852606,-0.19465140872038297,-0.16551010350237325,0.09190757724013987,0.21960250830594197,0.032517395227214564,-0.14110033334218303,-0.03455314068647697,-0.037147083934761384,0.1048161059668642,-0.08431535834755274,0.11610997160078033,0.06942575498473441,-0.09971903477846536,-0.06052809208903548,-0.06904192632322265,0.1432595310153808,0.12455527339517826,0.031065485512688756,-0.22633488240928967,-0.05772990056521303,-0.0704748253381419,-0.13277872540957664,0.28349673397174774,0.09235001622524436,0.015602002692609016,-0.07970869589173833
PLAN_ID,0.011980984493741359,0.008939534206822438,-0.05248457888015405,-0.007896010120842229,0.09844183764609776,0.0241561834022479,0.167156763389209,-0.018822783624334427,-0.05831257728849505,0.21314961913026753,0.2883770504565754,0.19937040608838544,-0.11630897935210702,0.01244463938365075,-0.1474554242700196,-0.09954443125072719,0.08392606476993307,-0.11146125715015055,-0.055440602408253624,-0.1178881685132615,0.14440006193444654,-0.05141331730518479,0.06720345123864449,0.01548537018858652,-0.13246038613287398,0.07731336665409735,-0.023998703747790992,-0.03724872221671871,0.11303181908862078,0.028076585461953393,0.08962807085199459,0.11711080917795436,-0.21195054053609064,-0.00200626833373755,0.15595320248165037,0.3202675524659163,-0.09068511701157572,0.07762392914928873,0.11189005106810702,0.047171534352228,-0.08385451234166721,0.28546513087850045,-0.1002151411980755,-0.039264949080303306,-0.08141766578454068,-0.07593075738816624,0.036033830244096024,0.06212487170797314,0.1317248810362501,0.06518423732446763,0.22323666833776798,0.0026324408048281345,0.2255755675458908,0.1095688266794333,-0.10873521275734502,-0.026483320947654654,-0.19325390150888286,0.013595736659214874,0.05848115651598845
DEDUCT_CHARGE_AMOUNT,1.29846507768465e-05,-0.012241265104380925,-0.037576882208869365,-0.12018179341127512,0.042815659826951444,-0.13748134764568837,-0.187056097517566,0.036595016733685065,-0.04896152501999412,-0.05482721269826969,0.13337695866175012,-0.13201090645348354,0.06446202778271565,-0.21247146450052026,-0.21778744299130082,0.2756216847706222,0.07109691429069645,-0.0898303559397271,0.07718783040929734,-0.019012630050543163,-0.03788804653183443,0.057177009508460386,-0.13154166648108567,-0.0678533319304369,0.015845441392591725,0.006601043207233898,-0.020885703676929587,0.10104740009901081,0.16888531445402488,0.20516005537006812,0.02775312533132518,0.13584696822744877,0.03678206101025148,0.03952819329398685,0.29920581259108403,-0.016389505382797896,-0.1097393701420771,-0.09556451355168706,-0.1312896805111443,-0.004281894198424702,0.05260421792780345,-0.08262301912094572,0.0955262884502451,-0.07499355420105522,0.05680837229004812,0.31005712718336015,0.1064295375926076,0.334692786724722,-0.08065568121758068,-0.13733769731454973,-0.02745329976708117,-0.1223188912320586,0.13168351507644444,0.09048008169408245,0.0057776779639958,0.082624053277426,0.00929067679991362,-0.00682044201205477,0.18857921962818913
TAX_AMOUNT1,0.008077226014910614,0.023942469784368817,-0.014156397264082873,0.07498725063853053,-0.08598119879848984,0.007467064341436513,0.0086632399944392,0.20438164674439077,0.08035583992256087,-0.1755037172864619,-0.11163100049224861,-0.046969276722900105,0.0928381205449948,0.04165864498824989,0.024102335305384137,0.06623483758664452,-0.08859940239108975,-0.16548425652499302,-0.026251498832285086,-0.021416305164454738,0.10509025974432601,-0.3239527712192506,-0.041004421727436534,0.01682246864418302,-0.12520012191072882,-0.01770415835599344,-0.27938934646854213,0.0016692687211307955,-0.2215383822309816,0.06415965419351383,-0.07276964056615186,-0.012962510380858328,-0.22069109847798296,-0.16262515676034164,0.1962821861261003,0.1520787323770956,-0.11896154615896651,0.11806750667680767,0.23212052124618607,-0.06428861503508809,0.17528437262214225,-0.07980043776966572,0.12906666631669414,-0.05918424960271089,0.20301532086743612,0.25287064076383153,0.021568169209978783,-0.03833177206505281,0.06053929153083305,0.16736052128485673,-0.07730045059731377,0.08018083959503639,-0.023392592881404432,-0.1732507274942895,0.06214687552917191,-0.07219818943568951,-0.20487212835541158,0.012515463313573172,-0.04088113816674176
TAX_AMOUNT2,0.005920165616537099,-0.02087103351246167,-0.018729549197941234,0.08783729216625312,-0.028696320027563938,0.17838041875272048,-0.11127293752390088,-0.18589969839810264,-0.2015537565932548,0.32276977578510135,0.08267332467297966,0.04012616274403674,0.13146054066119447,-0.0884213127300423,0.012546568741308106,0.05262855326800707,-0.06936695142533887,-0.043640298929334714,-0.21232800180190198,0.016394981193002978,0.12427105655869716,0.05026425920418329,0.0020086407853332107,-0.03639792181826625,-0.16101952184514107,-0.057579977112760736,-0.035738450296539756,0.09209764598948383,-0.15368744618697838,0.28185695107161335,-0.016536471161445798,0.03965954293180342,-0.15262896016300098,0.15551488167821437,-0.10892842572369538,-0.03831624193301533,0.13674721060115225,-0.015322179256981913,0.12758791507341719,-0.011079289084793026,0.03984625248768162,-0.17392443395685347,-0.13137810050377685,-0.017345725494230593,0.015701377187169144,0.08125128797315129,0.007528391429376766,0.02552259023324495,0.09180482075344401,-0.23497805390413457,-0.03412855884125339,0.07259027308994523,0.014683944961901146,-0.0038851193716545884,-0.11284732795424392,0.09418018328732597,0.30037305077807486,-0.049435208012594975,-0.13510049498304152
TAX_AMOUNT3,-0.002456104238530263,0.012508818746477602,0.023047711876445075,-0.02439782529458933,0.17142748854038464,-0.02290680826361849,-0.07896599681754851,0.11271485827801524,0.17697675434974325,0.16141916260614395,0.04641427790229973,0.022599714483278202,0.00941716955232233,0.14512823749861556,0.25648777965704334,-0.15367307154570986,0.18277186280017674,0.013648333758156939,0.0718461678090648,-0.16106094675661048,-0.05594348888109041,0.1635750308797808,0.04924793437861197,-0.03387811745704576,0.0007253585650602717,-0.1353720607042555,-0.05861035308890659,-0.17813412301985615,-0.13305326566163667,0.2204088787155795,-0.19335702963635337,0.1441325375438956,0.13041201697339347,-0.08372054725579645,0.042581824996032,-0.02665480991330716,0.19545193744876466,0.15481938666324693,-0.1081735251724755,0.15086065821247763,0.11554968471414184,0.024438479204116487,0.1187842124644036,-0.0891720117803576,-0.08930866721583142,-0.01810337021005511,-0.2181962426079444,0.31739034082552975,-0.09223927287130611,-0.03788716462241188,0.00670621716528412,-0.09040456025469011,-0.04374638991859546,-0.14178807989382358,-0.09369953296011291,-0.052445028073752314,-0.1076609132237853,0.022779279293985308,0.03135749383101924
CHARGE_CURRENCY_ID.1,-0.0002453796436762085,0.002464208550949326,-0.01246868780216889,0.1575377575800404,-0.05820661427837128,-0.13286740652746998,-0.043110028064273526,0.11459648334412226,-0.20298852396875705,0.0402956374633899,0.039364168899761326,-0.04513582739621126,-0.019318711428176774,-0.1673770200248987,0.24424777025105704,0.06803216738473133,0.002864292397686617,-0.07007145561852424,0.17567397454562642,-0.03031679672300196,0.11504145066177922,0.08863077657811898,-0.014151777643753173,0.10012699240678889,0.18834893661710508,0.18263875301753668,0.12014870368340817,-0.02563642309169288,-0.025007785903855426,0.041424008978799984,-0.1855735387066307,0.06950033910481225,-0.10493086027615309,0.17492495476502534,0.3015350518552261,-0.053122676864270926,0.2616091002852384,-0.04109663276054919,0.09140816941237795,-0.009740685898372944,-0.16842106297074982,-0.0029108862406646077,-0.12602469303508534,-0.018114420935356493,-0.12037586392351156,0.18368239942277853,-0.11831288182177023,-0.3023238465746013,-0.2118001757354693,0.10957927480823887,0.09024543444275948,-0.1811820413185639,-0.1212149290872255,-0.02152632240241037,0.13619513658797572,-0.12838237067741598,-0.05716234874705884,-0.011304439656894667,-0.011108042935909392
PAY_CURRENCY_ID,0.003484876902243904,-0.012474364937684123,-0.015861207277935236,0.04238460183735588,-0.02114270081543588,0.008911027645022586,0.14554380846271248,0.015385853765636594,-0.07254929373215284,0.25662508574804577,8.615985076217136e-05,-0.07695361012257836,0.21860768596426147,-0.01732595527514958,0.023042831202835318,0.19989783620305973,-0.10795673571083557,-0.19186009280878027,0.061333540400609246,-0.04027585720565355,0.06569557688355959,0.0037530745070424587,-0.1329357104417731,0.017246475581223678,0.0867286984855948,0.10887361952230344,0.36423817702753397,-0.08289366874313969,-0.0580018974287768,-0.15486410144274051,0.3482233588685611,0.06851323907253215,0.15072587720262606,-0.03360831315760163,-0.0548615883503,-0.008739738760493655,-0.10260746302342569,0.094333092091852,0.033785866542899626,0.08008037994261061,-0.025998861592518997,0.17734408265537474,0.1474029237904795,-0.1421064684966109,-0.01955621446629041,0.07514208825658332,-0.11723974907626172,0.06382504505942561,0.008649339469540995,-0.11645441237227241,-0.14778512627177837,0.08051323857509177,-0.01828870366657845,-0.22907852305181464,0.014758107453434921,-0.02296414048628606,-0.15298278257060569,-0.06833816120800221,-0.2403058907094343
CUST_ID,-0.006315186976361782,-0.010542897122282251,-0.012942594411016493,-0.1391036283627269,-0.020211401299742165,-0.12721012615400426,0.12106560598232893,0.029858763131801615,-0.04521187166975353,-0.10219322599672831,0.15862598744928466,-0.30159664704819833,0.16210446141654447,0.07565473589694321,-0.0781860749858517,0.05783015389548477,0.18340526517918257,-0.10132439417010713,-0.05109691803968236,-0.18630878185822602,-0.05345167512366189,0.010759438256637329,0.14474285815128696,0.07847167171884528,-0.010729565114003456,-0.16607387469312407,-0.16000519049516768,-0.0416709980911316,-0.06740409216820864,0.0728647487364394,0.1579443199998579,0.022020955007805827,0.05130665319363577,0.23158997255594863,-0.13378506926513722,0.17983870653134665,0.22502148101630687,-0.1477215415225528,0.05526389577083968,0.15936676315836285,0.024900237427717974,-0.23551594929136122,-0.201437560420721,-0.0037555890316531837,-0.008196269509805884,-0.08464834196516957,0.0020674114175269643,-0.1812214149007224,0.012502328265523423,0.06707370471236718,-0.15600591122177285,0.0058379608714705655,0.00768535642433045,0.007565801830928535,-0.06817148368574621,0.0019549449987019962,-0.15095009909049883,-0.15497606460949404,0.09748485768848247
BILL_CYCLE_ID.1,-0.009438063930794651,0.013696026463982096,0.0216296905661826,0.03222702999063602,0.13366224583714786,0.2265192214934523,0.28184387546936474,0.10308848043734117,0.04250405818906815,0.21320712208926676,-0.03582111745521202,0.14209125815367232,-0.07686158312081026,0.09070279065079201,-0.054673750791698825,-0.07185431939971057,0.09510606475408813,-0.049070737171259926,0.1335318864427198,0.004297997424323886,-0.0722486315345998,-0.03763746026753787,0.1734460751298542,0.01644127500371671,0.10229265592772609,0.15400856339410196,-0.1930110929459539,-0.09807103034045209,0.05622945685474624,-0.17504677422947681,0.030700915577437767,0.06590481617713032,-0.13664033816908602,0.01889021069287996,-0.04189403748083065,-0.00708176488520551,0.003139258807054887,0.21824421441341238,-0.08071776286173246,-0.13497937336218946,-0.08288540797847659,-0.2681934371560852,0.04031566968228607,-0.023664305273037513,-0.019366175216293774,0.2291500465143169,0.0024792686111786153,-0.09855888916838074,-0.08004102038546446,-0.15836544084920837,-0.16109301771571957,-0.1416562510683099,0.10157234922034417,-0.17895412972072428,0.05128261100437717,0.058362725067975574,0.25470622218314404,0.1330868281053657,0.2529448689257362
CP_BILL_CYCLE_ID,0.0028681136185876757,-0.0022441752232429325,0.0324009265014297,0.13966965776507217,0.048258646903973954,0.07757484920330456,0.11412968959720815,-0.22294457093161058,0.17529650699021312,0.12747805474058996,0.1099220484863082,-0.10445140422736868,0.01108540420585416,0.21619458163489647,0.17832493329195231,0.19832575809047132,0.04480585582936042,0.14645915593240827,0.10451889445931552,-0.19305433104773456,-0.014557765321832929,-0.051536239018276704,-0.16042884795519496,-0.12865953130293445,-0.06099332892024815,0.019014815519357367,-0.14038045605492183,0.05523305580046965,-0.09178439587676691,-0.1809380618461142,-0.07453050517623577,-0.029786439816633266,0.0947052776312802,0.027617462199992115,0.1142725128795256,-0.01376747197484296,0.05077104970149633,0.08582350949055545,0.13402597329274707,0.16804861817370473,0.15479558912903132,0.18671463117375475,-0.26705292700761984,0.09165391775106896,-0.029259948502977473,0.13863659386747304,0.06748043677773524,-0.03669980624064162,-0.09756868912958797,-0.06083256583118378,-0.14196119157394552,0.03741725955862438,0.12386809314130644,0.045179571884210415,-0.042074749131778555,0.13946613985362358,-0.07366755210302336,-0.0557992347500981,-0.03830369037801496
CallingPartyNumber,-0.008274131118890596,0.01990767785339912,-0.038773564408684104,0.10298492890462857,0.047089482978924735,0.25871705457548805,0.03023955422201116,0.27566826446521375,0.01911485991110646,-0.14533224518123447,0.13883961910243584,0.033767601237787534,-0.008071482014631579,-0.2449935015862764,0.14924040805508376,0.004579997362858065,0.15552668072193354,0.04481099203634614,0.002012216595053025,-0.07465002847604921,-0.035623580352429546,-0.1103286576402525,-0.05342879424332339,-0.016684685600818212,-0.043420807808320624,0.0582527186163911,0.17972256075402268,-0.14472857592724436,0.035088298435983024,-0.14852656576520581,-0.05486905018357385,-0.08169453834665662,0.07276843284133272,0.06808220713554418,-0.10103898141355237,-0.11939996846020291,-0.03703530410498779,-0.12123969722192776,-0.08189300275167452,0.12392076176613259,0.11090284118113956,-0.0925208417161879,-0.053558276095897,-0.272200694839244,-0.009306068966506625,0.2280997461708596,-0.005824308155046566,0.020513743180279834,0.30805283490886787,0.08245884582262149,-0.0172556530314968,0.09076126467693185,-0.13934638753776307,0.11340075706579776,-0.22778322118256045,0.28816442238779594,-0.02836612073939704,0.004973547681400646,0.08896406542411815
CallingPartyIMSI,0.0008021225464340492,0.0046133080107322805,0.007706613916149129,0.1388309622529617,0.21799445999975203,-0.017140339075993192,-0.10819390791132352,-0.08424521308151495,-0.2004289322444164,-0.09145294201157975,0.11753820754958859,0.02384281311489366,0.0318161446929261,0.14594465044652627,-0.07322848085612954,0.06734441469718729,-0.024592409721614333,0.05214575210954189,-0.01215976887043057,0.10287570746155687,-0.0039723443621440535,0.4300216388818467,0.09164205648534134,-0.13766853241163254,-0.047714857244678395,0.05011659208864163,-0.03549336091004483,-0.08233820880328174,0.141634405425351,-0.07929770253949955,0.12997660890806045,-0.008489017900264316,-0.013011112798726694,-0.29828661955816654,-0.12152738063448823,-0.026628043735977783,-0.00618421067197953,-0.07808096313883503,-0.05717565228252299,0.05238567789410029,0.060525061884966855,-0.11231451494713476,0.010905562840267204,-0.11057753872983654,0.03584822377596653,0.1995324570927685,-0.005477355688362176,-0.1383077937994464,-0.13721375112717532,0.2491336796432015,0.1154639474749386,0.07243075535293647,0.2833554413109843,-0.13086580327567326,-0.0015819831439605886,0.011398320774217048,-0.14543779062754142,-0.039348619955525396,0.0225571315279261
CallingCellID,0.002252759727854336,-0.008078065572804044,-0.03676408872074338,-0.20054962492304035,0.16446425482335292,0.12769100147822982,-0.1779544099539318,0.024707287421560226,0.2555846883685602,-0.05387697734949988,0.15820990329802892,-0.09741508814616905,-0.08922267767895409,0.15127915681592308,-0.1165154065588201,-0.0779827788851895,0.010999076760268588,-0.10646782340865299,0.13414272300886365,0.07337800824464719,0.05714101087194821,0.04451042823659837,0.09147517277375133,0.13019789500471624,-0.10168496629177513,0.029297054441466457,0.03316443179598817,0.11380901249062987,-0.17500170330221373,-0.05586912506837542,0.08158702140846089,0.12326126241224887,0.028777349137879604,0.22404669430037807,-0.0512501876878116,-0.04565397705256984,-0.17098073811670014,-0.0919805476380058,0.1910900109209172,0.1476604248791366,-0.037070985570412024,-0.07041886780093695,0.21634686083966417,-0.01224583419769118,-0.1017803246198466,-0.01648471419587013,0.10906434976547016,-0.02196191186806543,-0.07471095374561228,-0.033890702489424065,0.1718750431073949,-0.3124532161563117,-0.12009458981544804,-0.1818896985494477,0.07701452017798122,0.14994494431695365,-0.007185364284209152,0.008839197589385818,-0.21222416249891082
TotalFlux,0.004273710125090085,0.01341842976891648,0.03633284592525395,0.1458164418681283,-0.18070361514507433,0.02935671946410335,-0.08600188422305793,-0.19100759918533752,0.09796332949763151,0.017957955292518812,0.002178965815022176,0.12481874469718535,-0.16560968150692207,-0.18328702596894647,0.02464127779089815,0.017009258971307343,-0.034314107862540244,-0.0656484187173017,-0.02417725640808871,0.1039517620972081,0.0917273809440461,0.16814566932546035,0.0634676747631215,0.2402995071191786,0.02461384141716559,0.28878520210785563,-0.1301626215273795,0.04697621709940178,-0.0009139112693175369,0.058261112936645265,-0.0282072102521283,0.24074074656534078,0.15474174620151598,0.048721584546635624,-0.16441631009137,0.09412434613313805,0.06863139094724285,0.10335634802497815,-0.044488667186165086,0.14369281002174736,0.29144602278922205,0.06694631407321056,-0.03351266437298281,0.07039770572323378,0.25426466767078865,0.10097907544431038,0.11739752880515912,0.019366322381779065,0.06183506321897413,-0.09720023092653604,0.13834237277057126,0.13447242656414143,-0.15491021484976972,-0.1234427941447451,0.1750007414505071,0.029249965532129333,-0.07338073999609036,-0.15359933987734523,0.1386455166042359
UpFlux,0.002194067060772132,-0.007196035405111946,-0.01778917598443086,0.26876853453007854,-0.1617457595576888,0.1159279800764395,-0.10571791865746528,0.049428573153687184,-0.23032720564922535,-0.07197379923339212,0.02633091204602367,-0.004788896066914412,0.20255001501815084,0.09714340105821509,-0.002289608887958275,-0.005392192162046203,-0.004131000299113688,-0.010417898066353536,0.043990325498051555,-0.007924064511177852,0.09608180966519231,-0.003422083799655848,0.227898832168283,-0.12376539007716109,0.0144942714624772,0.04225785623787873,0.01715857674023326,-0.1617736614106414,0.21328563335338135,-0.11927892861585428,-0.22520676723456964,0.10030331936136677,-0.003037448120090963,0.058247951132181855,0.031313376824292055,-0.007063855355032237,-0.19301985339363936,-0.10325394981793314,0.12180986347614822,0.0751155800650159,0.003931617179006475,0.06848654454018309,0.19887812709904676,0.29205880921688115,-0.15704222733589004,-0.1481047228520959,0.1277965331413237,-0.017995881594767588,0.10165917225762588,-0.24293045543127853,-0.10390409005572587,-0.1422067333005128,-0.09629437585909564,-0.04311949730367227,-0.1445113535347338,0.012971544517889427,-0.16520113741921744,-0.04688703369613491,0.14475308740773968
