IC1,IC2
2.0936696395921572,0.13038996133183636
2.0789792019181648,0.2247072571221641
2.0841726388811495,0.17872253889173126
-0.6547978662518278,-0.17353523005157773
0.7084740838666399,-0.12217583630624372
0.4503506903075353,-0.04513366625615265
0.42983684565836233,-0.061917703362069636
2.1064021781757876,0.2594378347023503
-1.384647543934556,-0.021189484907984953
-1.3939249049271638,-0.0067068946243015095
-1.3516261114830008,-0.038897365869892925
-1.0748580286152656,0.011643666923864673
-1.0621132732066907,-0.1295060651840355
-1.069536789021585,-0.08613905525992982
2.105139397577494,0.3294000214024602
2.1192701471985154,0.13815599426399047
2.125335350289585,0.19947518660151367
1.7315595744304482,-0.14524572710086472
1.7267236488998647,-0.16699817252658147
2.130550736289221,0.2343052454704704
2.07699272552459,0.16570534338452855
2.0713233560258804,0.23433494150420342
2.1489782604550354,0.23955360745621598
2.084819543195627,0.20923811882258034
2.138600573672427,0.30443460659277244
-1.4127687571694614,-0.061159494203788474
2.066281743826151,0.23088885831447897
2.0780270666932266,0.2328110346270053
2.11963936927367,0.16382889797252861
2.062522294701144,0.2406565738113499
-1.0255796851321275,-0.047090886532547095
-1.05227476291893,-0.031349112322866045
-1.0380163420647488,-0.010636894029744635
-1.1387550821559842,-0.1622709954870166
1.7526580821619329,-0.12173558447867573
1.7478104436053865,0.13604864055961471
-1.3542429022553553,0.014093886445398529
-1.399338963763488,-0.007659601906988816
-1.4042397632398695,-0.14258454668648082
0.45007529447302785,0.1564365136384148
0.3742422929325936,0.2840320538106956
-1.4463181065011748,0.022505265456959415
1.0222793164793833,-0.10658465116889478
0.9968892458600651,-0.053359708667132
0.9887404098356062,0.09009838392130085
0.5338392591884513,0.04545493670838793
1.511711044842414,-0.17653299089068317
1.5005635749636002,-0.05834276241828041
-0.6649924040595656,0.09644194617819643
1.5494172306644236,0.03163375741548601
-0.8898436241464945,-0.14075344495133751
-1.2701235104770563,-0.1352581947693328
0.3272489637339108,0.48195952923008456
0.36638838261894174,0.14714902492217097
0.5084719147335309,-0.14782613779294818
1.7423781947136798,-0.11046824822983932
1.765603006046219,-0.21666771897078554
-1.4566397925254368,0.03327282140448551
-1.39287552973855,-0.016843059833372864
-1.4008660033696767,0.03407006885749364
0.2713637427395197,-0.0020633043305596666
0.3044636458396153,-0.021746635092999653
1.59608407509857,-0.1577348955072011
-0.5254823543446225,-0.053008089132872326
-0.5611916704502626,-0.06849381356478215
1.0671974896115144,-0.06101846837423418
1.0359070791041816,-0.1160685144231661
1.0143221113248302,-0.1372883391198098
1.7337146274920037,-0.13794683475594768
1.7378082768376026,0.19520766047601368
1.798521534619972,-0.15398751626217913
0.516166795042597,-0.05477994033581426
0.542673851295396,-0.051778695057408904
1.7035997694272853,-0.09564941746944566
1.7020792553935775,0.011573489031723408
0.8229302924826731,0.20196797021191615
0.8252479320056729,0.19290895658766247
0.9438334518902858,0.06518111184197099
0.9508412538416647,-0.19752730858703216
0.9569840049646648,-0.1617896165798562
2.0637341604867494,0.15257752520918266
-0.7279260461291012,-0.02961481448416158
-0.6387990934803331,-0.02184495247041284
1.082148651367082,-0.003721607170470852
0.00810017663835799,-0.03442162567900019
0.005471648827719543,-0.08710422901864107
1.5399679457044009,-0.18337775867528933
1.4270750344368046,-0.11641820685963063
-0.490306405651375,-0.05035207512127883
1.4865646214109776,-0.1472276062589384
1.532149554774526,-0.16132603633040818
1.475478340862783,-0.23646220408188937
0.9706124296962296,-0.23191211859615862
0.9713123081575,0.11865507657361196
0.9535482096374452,-0.1232621996735514
